date,EUR/USD,EUR/GBP,EUR/JPY,EUR/AUD,EUR/NZD,GBP/USD,USD/JPY,AUD/NZD,AUD/JPY,NZD/JPY,AUD/USD,NZD/USD,GBP/JPY
2002-06-11,0.9417,0.643,118.14,1.6623,1.9355,1.4645412130637636,125.45396623128386,1.1643505985682487,71.07020393430788,61.03849134590545,0.5665042411117126,0.4865409454921209,183.73250388802487
2002-06-12,0.9452,0.6431,118.73,1.6594,1.9255,1.469755870004665,125.61362674566229,1.1603591659636012,71.5499578160781,61.661905998441966,0.5696034711341449,0.4908854842897949,184.62136526201212
2002-06-13,0.9417,0.6404,118.24,1.6568,1.9246,1.4704871955028107,125.5601571625783,1.1616368903911154,71.36648961854176,61.43614257508053,0.5683848382423949,0.4892964771900654,184.63460337289195
2002-06-14,0.9478,0.642,117.75,1.672,1.9443,1.4763239875389407,124.235070690019,1.1628588516746412,70.42464114832536,60.56164172195649,0.566866028708134,0.48747621251864426,183.411214953271
2002-06-17,0.9426,0.6386,117.1,1.6899,1.9542,1.4760413404321955,124.23085083810736,1.1563997869696432,69.29404106751879,59.92221881076655,0.5577844842890112,0.4823457169174087,183.36987159411214
2002-06-18,0.9484,0.6393,118.13,1.6836,1.9439,1.4834975754731738,124.55714888232812,1.154609170824424,70.16512235685435,60.769586912907045,0.5633167023045854,0.4878851792787695,184.7802283747849
2002-06-19,0.9561,0.6408,118.37,1.6891,1.9602,1.4920411985018724,123.80504131367013,1.1604996743828073,70.07874015748031,60.386695235180085,0.5660410869693919,0.487756351392715,184.72222222222223
2002-06-20,0.9592,0.6422,118.68,1.686,1.959,1.493615696044846,123.7281067556297,1.1619217081850535,70.3914590747331,60.58192955589587,0.5689205219454331,0.4896375701888719,184.80224229212084
2002-06-21,0.9636,0.6444,117.92,1.6831,1.9486,1.495344506517691,122.37442922374429,1.157744637870596,70.06119660150912,60.51524171199836,0.5725150020794961,0.4945088781689418,182.99193047796402
2002-06-24,0.9781,0.6501,118.62,1.6952,1.9605,1.504537763421012,121.27594315509663,1.1565007078810758,69.97404436054742,60.50497322111707,0.5769820670127418,0.4989033409844428,182.46423627134288
2002-06-25,0.9712,0.6464,118.2,1.7026,1.9867,1.5024752475247525,121.70510708401977,1.1668624456713261,69.423235052273,59.495646046207284,0.5704217079760366,0.4888508582070771,182.85891089108912
2002-06-26,0.9917,0.6491,118.54,1.727,1.996,1.5278077337852412,119.53211656751034,1.155761436016213,68.63925883034163,59.388777555110224,0.5742327735958309,0.4968436873747495,182.62209212756125
2002-06-27,0.9824,0.646,118.07,1.743,2.0096,1.5207430340557275,120.1852605863192,1.152954675846242,67.73952954675845,58.75298566878981,0.5636259323006311,0.48885350318471343,182.77089783281733
2002-06-28,0.9975,0.6498,118.2,1.7702,2.0397,1.5350877192982455,118.49624060150376,1.1522426844424358,66.77211614506835,57.94969848507134,0.5634956502090159,0.48904250625091933,181.90212373037858
2002-07-01,0.9913,0.6469,118.72,1.7667,2.04,1.5323852218271756,119.7619287803894,1.154695194430294,67.19873209939435,58.19607843137255,0.5611026207052697,0.4859313725490196,183.5214098005874
2002-07-02,0.9838,0.6432,118.51,1.7563,2.0218,1.529539800995025,120.46147590973776,1.1511700734498662,67.47708250298925,58.61608467702048,0.5601548710357,0.48659610248293605,184.25062189054728
2002-07-03,0.978,0.6421,117.44,1.7526,2.008,1.5231272387478585,120.08179959100204,1.1457263494237133,67.00901517745065,58.48605577689243,0.5580280725778843,0.48705179282868527,182.89985983491667
2002-07-04,0.979,0.6414,117.46,1.7608,2.0152,1.5263486124103525,119.97957099080695,1.1444797819173105,66.7083144025443,58.28701865819769,0.5559972739663789,0.4858078602620087,183.13065169940754
2002-07-05,0.9725,0.6412,116.98,1.745,2.0053,1.5166874610106051,120.2879177377892,1.1491690544412607,67.03724928366762,58.335411160424876,0.5573065902578797,0.4849648431656111,182.43917654398004
2002-07-08,0.9828,0.6422,116.8,1.7445,2.0059,1.5303643724696356,118.84411884411884,1.1498423617082258,66.95328174261967,58.228226731143124,0.5633705932932073,0.4899546338302009,181.87480535658673
2002-07-09,0.993,0.6425,117.32,1.7536,2.0185,1.5455252918287938,118.147029204431,1.1510606751824817,66.90237226277371,58.12236809512014,0.5662636861313869,0.4919494674263067,182.59922178988327
2002-07-10,0.9898,0.6396,116.7,1.7405,2.0114,1.5475297060662916,117.90260658718934,1.1556449296179259,67.0496983625395,58.019290046733616,0.5686871588623958,0.4920950581684399,182.45778611632272
2002-07-11,0.9836,0.6379,115.43,1.766,2.047,1.5419344724878508,117.35461569743799,1.1591166477916195,65.36240090600226,56.38983878847093,0.556964892412231,0.48050806057645334,180.95312744944349
2002-07-12,0.9873,0.6382,115.62,1.7647,2.042,1.5470072077718584,117.10726223032513,1.1571371904573016,65.51821839406132,56.6209598432909,0.5594718649062164,0.48349657198824686,181.16577875274209
2002-07-15,1.0024,0.6413,116.22,1.7839,2.0518,1.5630750038983314,115.94173982442139,1.1501765794046752,65.14939178205056,56.64294765571693,0.5619149055440327,0.4885466419729018,181.2256354280368
2002-07-16,1.0127,0.6438,117.18,1.8054,2.0805,1.5730040385212798,115.71047694282612,1.1523762047191757,64.90528414755734,56.32299927901948,0.5609283261327129,0.4867579908675799,182.0130475302889
2002-07-17,1.0064,0.6432,117.39,1.8143,2.085,1.564676616915423,116.64348171701113,1.1492035495783497,64.70264013669184,56.302158273381295,0.5547042936669789,0.4826858513189448,182.50932835820896
2002-07-18,1.0058,0.6428,117.7,1.8225,2.09,1.5647168637212197,117.02127659574468,1.146776406035665,64.58161865569274,56.31578947368421,0.5518792866941015,0.48124401913875603,183.10516490354698
2002-07-19,1.0146,0.643,117.74,1.8271,2.0926,1.5779160186625194,116.04573230829884,1.145312243445898,64.44091730064036,56.26493357545637,0.5553062229763013,0.48485138105705816,183.11041990668738
2002-07-22,1.0086,0.6411,117.33,1.8243,2.082,1.5732335049134298,116.32956573468174,1.1412596612399275,64.31507975661897,56.35446685878963,0.5528695938168064,0.48443804034582133,183.0135704258306
2002-07-23,0.991,0.6329,116.37,1.823,2.0763,1.5658081845473217,117.42684157416751,1.1389467910038398,63.834339001645645,56.04681404421327,0.5436094349972572,0.4772913355488128,183.86790962237322
2002-07-24,0.9915,0.6331,115.72,1.8494,2.1401,1.5661033012162378,116.7120524457892,1.157186114415486,62.57164485779172,54.07223961497127,0.5361198226451823,0.4632961076585207,182.78313062707312
2002-07-25,1.0014,0.636,116.8,1.8495,2.1451,1.5745283018867926,116.63670860794886,1.1598269802649364,63.1522032981887,54.44967600578062,0.5414436334144364,0.46683138315230066,183.64779874213835
2002-07-26,1.0008,0.6337,117.55,1.8548,2.1555,1.5792961969386143,117.45603517186252,1.1621199051110631,63.37610524045719,54.534910693574574,0.5395729997843433,0.4643006263048016,185.49786965441058
2002-07-29,0.9821,0.6285,117.42,1.8213,2.107,1.56260938743039,119.56012626005499,1.1568659748531271,64.47043320704991,55.72852396772662,0.5392302201724043,0.4661129568106312,186.8257756563246
2002-07-30,0.9835,0.6294,117.64,1.8055,2.0863,1.5625993009215127,119.61362480935435,1.1555247853780115,65.15646635281085,56.38690504721277,0.5447244530600941,0.47140871399127643,186.9081665077852
2002-07-31,0.9783,0.6261,117.42,1.7885,2.0788,1.5625299472927647,120.02453235203926,1.1623147889292704,65.65278166060945,56.484510294400614,0.5469946882862734,0.47060804310178944,187.54192620987064
2002-08-01,0.976,0.6274,116.94,1.8121,2.1074,1.555626394644565,119.81557377049181,1.1629601015396502,64.53286242481099,55.49017746986808,0.5386016224270184,0.46312992312802503,186.38826904686007
2002-08-02,0.9873,0.6295,117.62,1.8277,2.1216,1.5683876092136617,119.13298895978933,1.1608031952727471,64.35410625376156,55.43929110105581,0.5401871204245773,0.46535633484162897,186.84670373312156
2002-08-05,0.9836,0.6297,117.1,1.8327,2.1295,1.5620136572971255,119.05246034973565,1.1619468543678726,63.894800021825716,54.98943413946935,0.5366944944617231,0.4618924630194881,185.96156900111163
2002-08-06,0.9689,0.6279,117.12,1.8391,2.1505,1.5430801082974996,120.87934771390238,1.1693219509542712,63.68332336468925,54.46175308067891,0.5268337773911153,0.4505463845617298,186.52651696129956
2002-08-07,0.9698,0.6311,116.89,1.8206,2.1415,1.5366819838377437,120.53000618684266,1.1762605734373284,64.20410853564759,54.58323604949801,0.5326815335603647,0.4528601447583469,185.21628901917288
2002-08-08,0.9687,0.6335,116.92,1.8113,2.1292,1.529123914759274,120.69784246928874,1.1755093027107604,64.55032297245073,54.91264324628969,0.5348092530226909,0.4549596092429081,184.56195737963697
2002-08-09,0.9729,0.6355,117.17,1.8153,2.1256,1.5309205350118018,120.43375475382877,1.1709359334545255,64.54580510108522,55.12325931501694,0.5359444719881011,0.4577060594655627,184.37450826121167
2002-08-12,0.978,0.6386,116.53,1.8083,2.1108,1.5314751017851551,119.15132924335379,1.1672841895703145,64.4417408615827,55.20655675573243,0.5408394624785711,0.46333143831722573,182.47729408080178
2002-08-13,0.9799,0.6391,116.54,1.8217,2.1243,1.533249882647473,118.93050311256252,1.1661085798978974,63.973211835099086,54.86042461045992,0.5379041554591865,0.4612813632726075,182.3501799405414
2002-08-14,0.9857,0.6394,114.9,1.8312,2.133,1.5416015014075697,116.56690676676475,1.1648099606815203,62.74574049803408,53.86779184247539,0.5382809086937528,0.4621190811064229,179.6997184860807
2002-08-15,0.9777,0.6381,114.82,1.8069,2.105,1.532204983544899,117.43888718420783,1.1649786927887542,63.545298577674465,54.54631828978622,0.5410924788311473,0.46446555819477436,179.9404482056104
2002-08-16,0.9825,0.6403,115.37,1.802,2.1138,1.5344369826643762,117.42493638676845,1.1730299667036626,64.02330743618202,54.57943040968872,0.545227524972253,0.4648027249503265,180.1811650788693
2002-08-19,0.9799,0.638,116.15,1.8018,2.099,1.5358934169278997,118.53250331666497,1.164946164946165,64.46331446331446,55.33587422582182,0.5438450438450438,0.4668413530252501,182.05329153605015
2002-08-20,0.9792,0.6416,116.3,1.794,2.0876,1.5261845386533666,118.77042483660131,1.1636566332218508,64.82720178372352,55.70990611228204,0.545819397993311,0.4690553745928338,181.26558603491273
2002-08-21,0.9762,0.6406,115.81,1.79,2.0845,1.5238838588822978,118.63347674656833,1.1645251396648044,64.69832402234637,55.557687694890866,0.54536312849162,0.4683137443031902,180.7836403371839
2002-08-22,0.977,0.6395,116.24,1.8087,2.1054,1.527756059421423,118.97645854657114,1.16404047105656,64.26715320395864,55.21041132326399,0.5401669707524741,0.46404483708558947,181.76700547302582
2002-08-23,0.9697,0.6384,116.3,1.784,2.074,1.5189536340852132,119.93400020624935,1.162556053811659,65.19058295964125,56.07521697203472,0.5435538116591928,0.46755062680810033,182.17418546365914
2002-08-26,0.9701,0.6382,116.13,1.7845,2.0757,1.5200564086493262,119.70930831873002,1.1631829644158027,65.07705239562902,55.94739124150889,0.5436256654525077,0.46736040853687916,181.96490128486369
2002-08-27,0.9774,0.64,115.46,1.7666,2.0727,1.5271875000000001,118.12973194188663,1.1732706894599798,65.35718328993546,55.70511892700342,0.5532661609872072,0.4715588363004776,180.40625
2002-08-28,0.9826,0.6394,116.02,1.7782,2.082,1.5367532061307476,118.07449623447994,1.1708469238555843,65.24575413339332,55.725264169068204,0.5525812619502868,0.4719500480307397,181.45136065060996
2002-08-29,0.9843,0.6383,116.04,1.783,2.098,1.5420648597838007,117.89088692471809,1.176668536174986,65.08132361189008,55.30981887511917,0.5520471116096467,0.469161105815062,181.7953940153533
2002-08-30,0.9833,0.6352,116.35,1.78,2.097,1.5480163727959697,118.32604495067629,1.1780898876404493,65.36516853932584,55.48402479732952,0.5524157303370786,0.4689079637577491,183.1706549118388
2002-09-02,0.9821,0.6343,116.08,1.7803,2.0891,1.548320983761627,118.19570308522555,1.1734539122619785,65.20249396169184,55.564597194964335,0.5516485985508061,0.47010674453113777,183.00488727731357
2002-09-03,0.991,0.6363,116.23,1.8016,2.1055,1.5574414584315575,117.28557013118063,1.1686833925399644,64.5148756660746,55.20303965803847,0.5500666074600354,0.47067204939444307,182.6654093980827
2002-09-04,0.9947,0.6354,117.05,1.8262,2.1339,1.5654705697198616,117.67367045340303,1.1684919504983025,64.09484174789179,54.852617273536715,0.5446829481984449,0.46614180608275924,184.2146679257161
2002-09-05,0.9975,0.6354,117.34,1.832,2.1375,1.5698772426817755,117.63408521303258,1.1667576419213974,64.05021834061135,54.89590643274853,0.5444868995633187,0.4666666666666667,184.6710733396286
2002-09-06,0.9918,0.63255,117.32,1.8222,2.1165,1.5679392933364953,118.28997781810848,1.1615080671715508,64.38371199648776,55.431136309945664,0.5442871254527494,0.4686038270729979,185.4715042289147
2002-09-09,0.9794,0.6287,116.79,1.7935,2.0902,1.5578177191029108,119.2464774351644,1.1654307220518538,65.11848341232228,55.875035881733815,0.5460830777808754,0.4685676011864894,185.7642754891045
2002-09-10,0.976,0.6281,116.44,1.775,2.0715,1.5538926922464575,119.30327868852459,1.1670422535211267,65.60000000000001,56.2104755008448,0.5498591549295775,0.47115616702872315,185.3844929151409
2002-09-11,0.9749,0.6264,116.93,1.7826,2.076,1.5563537675606642,119.94050671863782,1.1645910467855942,65.59519802535623,56.32466281310212,0.5468977897453159,0.46960500963391133,186.66985951468712
2002-09-12,0.9757,0.6274,117.17,1.7646,2.0539,1.555148230793752,120.08814184687917,1.1639465034568741,66.40031735237447,57.047568041287306,0.5529298424572141,0.4750474706655631,186.75486133248327
2002-09-13,0.981,0.6286,117.94,1.7793,2.0635,1.560610881323576,120.22426095820592,1.1597257348395436,66.28449390209633,57.155318633389875,0.5513404147698533,0.47540586382360067,187.62328985046133
2002-09-16,0.9683,0.628,118.3,1.7692,2.0601,1.5418789808917197,122.17288030569037,1.1644245986886728,66.86638028487451,57.424396873938164,0.5473095184264074,0.47002572690646094,188.37579617834393
2002-09-17,0.9649,0.6297,118.64,1.7683,2.06,1.5323169763379385,122.95574670950357,1.1649606967143584,67.09268789232597,57.592233009708735,0.5456653282814002,0.46839805825242714,188.40717802127998
2002-09-18,0.9725,0.6316,118.5,1.7764,2.0663,1.5397403419886002,121.8508997429306,1.1631952263003829,66.70794866021167,57.34888447950443,0.5474555280342266,0.4706480181967769,187.6187460417986
2002-09-19,0.9814,0.6314,118.85,1.7778,2.064,1.5543237250554325,121.10250662319135,1.160985487681404,66.85228934638316,57.58236434108527,0.5520305996175048,0.47548449612403104,188.23249920810898
2002-09-20,0.979,0.6333,120.66,1.7919,2.0772,1.5458708353071215,123.2482124616956,1.159216474133601,67.33634689435794,58.08781051415367,0.5463474524248004,0.47130752936645487,190.52581714827096
2002-09-23,0.9831,0.6319,121.04,1.7982,2.0862,1.5557841430606107,123.12074051469841,1.16016016016016,67.31175620064509,58.019365353273905,0.5467133800467133,0.47123957434570035,191.5492957746479
2002-09-24,0.9828,0.6311,121.02,1.8087,2.0905,1.557280938044684,123.13797313797313,1.15580251009012,66.90993531265549,57.890456828509926,0.5433736938132361,0.47012676393207364,191.7604183172239
2002-09-25,0.9771,0.6271,119.99,1.7913,2.0737,1.5581247010046244,122.80216968580493,1.1576508680846314,66.98487132250321,57.86275739017215,0.5454697705576955,0.4711867676134445,191.34109392441397
2002-09-26,0.9796,0.6274,120.22,1.8021,2.0941,1.5613643608543195,122.72356063699469,1.1620331835081295,66.71105931968259,57.40891074924789,0.5435880361800122,0.4677904589083616,191.61619381574755
2002-09-27,0.9779,0.6282,119.81,1.7948,2.0747,1.5566698503661254,122.51763984047449,1.1559505237352352,66.75395587252062,57.748108160215935,0.5448517940717629,0.47134525473562444,190.71951607768227
2002-09-30,0.986,0.6295,119.67,1.8101,2.0936,1.5663224781572678,121.36916835699797,1.1566211811502125,66.11236948234904,57.159915934275894,0.5447212861167892,0.47095911348872754,190.10325655281972
2002-10-01,0.9861,0.6277,120.67,1.8185,2.0996,1.5709733949338855,122.37095629246527,1.1545779488589498,66.35688754467968,57.47285197180415,0.5422601044817157,0.46966088778815007,192.24151664808028
2002-10-02,0.9835,0.6279,120.94,1.8067,2.0732,1.5663322185061317,122.9689883070666,1.147506503570045,66.93972435932916,58.33494115377195,0.5443626501356064,0.47438742041288834,192.61028826246218
2002-10-03,0.989,0.6296,121.47,1.8179,2.0788,1.570838627700127,122.82103134479271,1.1435172451730018,66.81885692282303,58.432749663267266,0.5440343253204246,0.47575524340965936,192.93202033036846
2002-10-04,0.9865,0.629,121.11,1.8024,2.0653,1.568362480127186,122.76735935124175,1.145861074123391,67.19374167776299,58.6403912264562,0.5473257878384377,0.4776545780274052,192.543720190779
2002-10-07,0.9808,0.6265,121.84,1.7832,2.0268,1.5655227454110137,124.22512234910278,1.1366083445491253,68.3266038582324,60.11446615354253,0.5500224315836698,0.48391553187290304,194.47725458898645
2002-10-08,0.98,0.6266,121.73,1.7878,2.0321,1.5639961698052982,124.21428571428572,1.1366483946750194,68.08927173061863,59.903548053737524,0.548159749412686,0.48225973131243544,194.27066709224385
2002-10-09,0.9814,0.6318,121.89,1.7925,2.0461,1.5533396644507755,124.20012227430202,1.1414783821478383,68.0,59.57186843262792,0.5475034867503487,0.4796442011631885,192.92497625830958
2002-10-10,0.9875,0.6317,122.08,1.7998,2.0571,1.5632420452746556,123.6253164556962,1.1429603289254362,67.82975886209579,59.345680812794704,0.5486720746749639,0.4800447231539546,193.25629254392908
2002-10-11,0.9857,0.6321,122.53,1.7981,2.0515,1.559405157411802,124.30759866085016,1.1409265335632055,68.14415216061398,59.72702900316842,0.5481897558534008,0.4804776992444553,193.84591045720614
2002-10-14,0.9873,0.6322,122.57,1.8063,2.0616,1.56168933881683,124.1466626152132,1.1413386480651053,67.8569451364668,59.45382227396197,0.5465869456900847,0.4788998835855646,193.8785194558684
2002-10-15,0.981,0.631,122.56,1.7948,2.0465,1.554675118858954,124.93374108053007,1.1402384666815244,68.28616001782929,59.88761299780113,0.5465790060173835,0.47935499633520645,194.23137876386687
2002-10-16,0.9823,0.6318,121.86,1.7947,2.0485,1.5547641658752769,124.05578743764634,1.141416392711874,67.89992756449546,59.48742982670246,0.547333816236697,0.4795216011715889,192.87749287749287
2002-10-17,0.9763,0.62665,121.34,1.774,2.0274,1.5579669672065743,124.28556796066783,1.1428410372040587,68.39909808342729,59.850054256683435,0.5503382187147688,0.4815527276314491,193.63280938322828
2002-10-18,0.9735,0.6283,121.83,1.7665,2.0218,1.5494190673245267,125.14637904468412,1.1445230682139824,68.9668836682706,60.25818577505194,0.5510897254457968,0.4815016322089228,193.90418589845615
2002-10-21,0.9748,0.63,121.53,1.7616,2.0198,1.5473015873015874,124.6717275338531,1.1465712988192551,68.98841961852861,60.169323695415386,0.5533605812897365,0.48262204178631546,192.9047619047619
2002-10-22,0.9768,0.6315,122.32,1.7643,2.0205,1.5467933491686463,125.22522522522522,1.145213399081789,69.33061270758941,60.53947042811185,0.5536473388879443,0.48344469190794354,193.69754552652415
2002-10-23,0.9775,0.6313,121.17,1.7668,2.015,1.5483922065578966,123.95907928388746,1.140479963776319,68.58161648177496,60.13399503722084,0.5532601313108445,0.48511166253101734,191.93727229526374
2002-10-24,0.9738,0.6295,121.08,1.7543,2.0002,1.546942017474186,124.33764633394948,1.140169868323548,69.01898193011458,60.533946605339466,0.5550931995667788,0.48685131486851313,192.34312946783163
2002-10-25,0.9763,0.6286,121.21,1.7572,2.0055,1.553133948456888,124.15241216839087,1.141304347826087,68.97905759162303,60.438793318374465,0.555599817892101,0.48681126901022187,192.82532612153992
2002-10-28,0.9745,0.6299,121.53,1.7501,1.9961,1.547070963645023,124.71010774756284,1.1405633963773498,69.44174618593223,60.8837232603577,0.5568253242671848,0.4882019938880818,192.93538656929672
2002-10-29,0.982,0.6307,121.21,1.7579,2.0125,1.5570001585539874,123.43177189409369,1.1448319017008932,68.9515899652995,60.22857142857142,0.5586210819728085,0.4879503105590062,192.1832884097035
2002-10-30,0.9825,0.6317,120.65,1.7741,2.031,1.5553268956783284,122.79898218829517,1.1448058170339892,68.00631306014317,59.40423436730674,0.5538019277380081,0.48375184638109303,190.99255975937945
2002-10-31,0.9864,0.6326,121.04,1.7813,2.0405,1.5592791653493518,122.7088402270884,1.1455117049345984,67.95037332285409,59.318794413134036,0.5537528771122214,0.48341092869394753,191.33733797028137
2002-11-01,0.9974,0.6368,121.58,1.7915,2.0365,1.5662688442211055,121.89693202326048,1.1367569076193136,67.8649176667597,59.70046648661919,0.5567401618755232,0.48976184630493486,190.92336683417085
2002-11-04,0.9944,0.639,121.85,1.7726,2.0095,1.5561815336463223,122.53620273531779,1.1336454924968973,68.74083267516642,60.636974371734254,0.5609838655082929,0.4948494650410549,190.6885758998435
2002-11-05,1.0024,0.6413,121.95,1.7815,2.0151,1.5630750038983314,121.65802075019953,1.13112545607634,68.45355037889419,60.518088432335865,0.562671905697446,0.49744429556845815,190.16061125838144
2002-11-06,0.9955,0.6394,121.84,1.7756,2.0099,1.5569283703472006,122.39075841285786,1.131955395359315,68.61905834647443,60.619931339867655,0.5606555530524893,0.4952982735459476,190.55364404128872
2002-11-07,1.0013,0.6384,121.98,1.7758,2.0121,1.5684523809523812,121.82163187855787,1.1330667868003155,68.6901678116905,60.62322946175637,0.5638585426286744,0.4976392823418319,191.07142857142858
2002-11-08,1.0107,0.6375,121.95,1.7861,2.0299,1.5854117647058823,120.65894924309886,1.1364985163204748,68.27725211354347,60.076851076407706,0.5658697721292201,0.4979063008029952,191.29411764705884
2002-11-11,1.0126,0.637,120.9,1.8075,2.05,1.5896389324960751,119.39561524787676,1.1341632088520053,66.88796680497926,58.97560975609757,0.5602213001383125,0.4939512195121951,189.79591836734696
2002-11-12,1.0081,0.6358,120.61,1.7952,2.041,1.585561497326203,119.64090864001587,1.1369206773618539,67.18471479500892,59.093581577658014,0.5615530303030303,0.49392454679078884,189.69801824473103
2002-11-13,1.0068,0.6343,120.8,1.7983,2.0341,1.5872615481633296,119.98410806515695,1.131123839181449,67.1745537452038,59.38744407846222,0.5598620919757549,0.4949609163757927,190.44616112249724
2002-11-14,1.0095,0.6355,120.85,1.7935,2.0205,1.588512981904013,119.7127290737989,1.1265681628101478,67.38221354892667,59.81192774065824,0.5628659046557012,0.49962880475129917,190.16522423288748
2002-11-15,1.0029,0.6362,121.05,1.7805,2.0072,1.57639107198994,120.69997008674844,1.1273237854535243,67.98652064026959,60.307891590275005,0.5632687447346251,0.49965125548027095,190.27035523420307
2002-11-18,1.0065,0.6374,121.98,1.7896,2.0241,1.5790712268591152,121.19225037257826,1.1310348681269555,68.16048278945016,60.263820957462585,0.5624161823871255,0.49725804061064177,191.3711954816442
2002-11-19,1.0125,0.6373,122.75,1.7988,2.0325,1.588733720382865,121.23456790123457,1.1299199466310876,68.23993773626863,60.393603936039355,0.5628752501667779,0.4981549815498154,192.6094461007375
2002-11-20,1.0019,0.6364,122.67,1.7915,2.0224,1.5743243243243243,122.43736899890209,1.128886408037957,68.47334635780072,60.655656645569614,0.5592520234440412,0.49540150316455694,192.75612822124452
2002-11-21,1.0034,0.6356,122.75,1.7845,1.9932,1.578665827564506,122.33406418178193,1.116951527038386,68.78677500700476,61.58438691551274,0.5622863547212105,0.5034115994380896,193.12460667086216
2002-11-22,1.0024,0.6335,122.88,1.7788,1.9915,1.5823204419889503,122.58579409417398,1.1195749943782325,69.08027883966719,61.70223449661059,0.5635259725657746,0.5033391915641476,193.97000789265982
2002-11-25,0.9905,0.6326,121.84,1.7692,1.9856,1.5657603540942142,123.00858152448258,1.1223151706986207,68.86728464842867,61.36180499597099,0.5598575627402216,0.4988416599516519,192.60196016440088
2002-11-26,0.991,0.6345,120.92,1.7698,1.9886,1.561859732072498,122.01816347124117,1.1236297886766866,68.32410441857837,60.806597606356235,0.5599502768674426,0.49834054108417986,190.57525610717101
2002-11-27,0.9927,0.6413,120.57,1.7829,2.0123,1.5479494776235772,121.45663342399516,1.1286667788434575,67.62577822648494,59.916513442329666,0.5567895002523978,0.4933161059484172,188.0087322625916
2002-11-28,0.9934,0.6395,121.37,1.7806,2.0097,1.5534010946051604,122.17636400241595,1.1286644951140066,68.16241716275414,60.39209832313281,0.5579018308435358,0.49430263223366666,189.78889757623145
2002-11-29,0.9927,0.6395,121.56,1.7755,1.999,1.552306489444879,122.4539135690541,1.1258800337932977,68.46522106448887,60.810405202601295,0.5591101098282174,0.49659829914957476,190.086004691165
2002-12-02,0.9871,0.6382,123.14,1.7649,1.9752,1.5466938263867127,124.74926552527606,1.1191568927417985,69.77165845090374,62.34305386796274,0.5592951442008046,0.4997468610773592,192.94891883422125
2002-12-03,0.9967,0.6374,124.08,1.7827,1.9974,1.563696266080954,124.49081970502658,1.1204352947775846,69.6022886632636,62.1207569840793,0.559095753632131,0.49899869830780014,194.6658299341073
2002-12-04,1.0018,0.6367,124.75,1.7854,2.0012,1.5734254751060153,124.52585346376522,1.1208692729920464,69.87229752436428,62.33759744153508,0.5611067547888429,0.5005996402158706,195.93215014920685
2002-12-05,0.9991,0.6364,125.18,1.7813,1.993,1.5699245757385294,125.29276348713843,1.1188457867849324,70.27451861000392,62.80983442047165,0.5608825015438162,0.5013045659809332,196.7001885606537
2002-12-06,1.0006,0.6377,125.02,1.7847,1.9976,1.569076368198212,124.94503298021188,1.119291757718384,70.05098896173027,62.585102122547056,0.5606544517285819,0.5009010812975571,196.04829857299669
2002-12-09,1.0093,0.6393,123.65,1.7927,2.0052,1.5787580165806352,122.51065094620033,1.1185362860489763,68.97417303508675,61.66467185318174,0.5630055223963853,0.5033413125872732,193.41467229782577
2002-12-10,1.0111,0.6416,124.66,1.7946,2.0008,1.5759039900249379,123.29146474137077,1.1149002563245292,69.4639473977488,62.305077968812476,0.5634124596010254,0.5053478608556579,194.29551122194513
2002-12-11,1.0067,0.6406,124.18,1.7955,2.004,1.571495472994068,123.35353134002187,1.1161236424394319,69.16179337231969,61.96606786427146,0.5606794764689501,0.5023453093812374,193.84951607867626
2002-12-12,1.0156,0.6437,124.55,1.7942,1.9965,1.5777536119310238,122.63686490744387,1.11275220153829,69.41812506966893,62.38417230152768,0.5660461487013712,0.5086902078637616,193.49075656361657
2002-12-13,1.0221,0.6445,124.46,1.805,1.9946,1.5858805275407293,121.76890715194207,1.1050415512465375,68.95290858725761,62.3984758848892,0.5662603878116343,0.51243357064073,193.11093871217997
2002-12-16,1.0212,0.6426,123.64,1.807,1.991,1.5891690009337072,121.07324716020366,1.1018262313226344,68.42280022136137,62.09944751381215,0.5651355838406199,0.5129080863887494,192.40585122938066
2002-12-17,1.0307,0.6445,124.4,1.814,1.9867,1.59922420480993,120.69467352284856,1.0952039691289965,68.57772877618523,62.616399053707156,0.5681918412348401,0.5188000201338904,193.01784328937163
2002-12-18,1.024,0.6403,124.35,1.812,1.987,1.5992503513977823,121.43554687499999,1.096578366445916,68.62582781456953,62.58178158027176,0.565121412803532,0.5153497735279315,194.20584101202562
2002-12-19,1.0273,0.6403,123.87,1.8165,1.9903,1.6044041855380293,120.57821473766182,1.0956785026149187,68.19157720891825,62.23684871627393,0.5655381227635563,0.5161533437170276,193.45619240980793
2002-12-20,1.0255,0.6399,123.79,1.8145,1.987,1.6025941553367715,120.71184787908336,1.0950675117112152,68.22265086800772,62.29994967287368,0.5651694681730505,0.5161046804227479,193.45210189092046
2002-12-23,1.0282,0.6446,123.35,1.829,1.9934,1.5950977350294757,119.966932503404,1.0898851831601968,67.4412247129579,61.879201364502855,0.5621651175505741,0.5158021470853817,191.3589823146137
2002-12-24,1.0296,0.6467,123.78,1.8262,1.994,1.5920828823256532,120.22144522144521,1.091884788084547,67.78008980396451,62.07622868605817,0.5637936699156719,0.5163490471414243,191.40250502551413
2002-12-27,1.0376,0.648,124.45,1.8446,2.001,1.6012345679012345,119.9402467232074,1.0847880299251869,67.46720156131411,62.19390304847577,0.5625067765369186,0.5185407296351825,192.05246913580245
